week,product,region,units_sold,price,promotion
2022-07-31,Smartwatch,East,78,412.61,1
2022-07-31,Smartwatch,West,244,119.64,0
2022-07-31,Tablet,North,203,943.14,0
2022-07-31,Tablet,South,225,476.91,0
2022-07-31,Tablet,Central,239,278.29,0
2022-07-31,Tablet,East,137,517.54,1
2022-07-31,Tablet,West,119,202.69,0
2022-07-31,Headphones,North,258,302.79,0
2022-07-31,Headphones,South,210,571.05,0
2022-07-31,Headphones,Central,257,874.13,0
2022-07-31,Headphones,East,208,589.18,0
2022-07-31,Headphones,West,181,512.47,0
2022-08-07,Smartphone,North,221,516.07,0
2022-08-07,Smartphone,South,245,685.88,0
2022-08-07,Smartphone,Central,201,825.76,0
2022-08-07,Smartphone,East,163,146.76,0
2022-08-07,Smartphone,West,167,248.24,0
2022-08-07,Smartwatch,North,160,781.08,0
2022-08-07,Smartwatch,South,216,891.62,1
2022-08-07,Smartwatch,Central,187,314.92,0
2022-08-07,Smartwatch,East,244,584.83,0
2022-08-07,Smartwatch,West,196,194.93,0
2022-08-07,Tablet,North,178,798.05,1
2022-08-07,Tablet,South,257,283.39,0
2022-08-07,Tablet,Central,245,619.83,0
2022-08-07,Tablet,East,166,818.12,0
2022-08-07,Tablet,West,203,242.16,0
2022-08-07,Headphones,North,242,813.94,0
2022-08-07,Headphones,South,183,265.8,1
2022-08-07,Headphones,Central,179,688.86,0
2022-08-07,Headphones,East,303,175.12,1
2022-08-07,Headphones,West,146,823.24,0
2022-08-14,Smartphone,North,196,985.7,0
2022-08-14,Smartphone,South,222,671.2,0
2022-08-14,Smartphone,Central,190,246.01,0
2022-08-14,Smartphone,East,249,603.78,0
2022-08-14,Smartphone,West,228,171.47,0
2022-08-14,Smartwatch,North,216,268.67,1
2022-08-14,Smartwatch,South,208,739.22,0
2022-08-14,Smartwatch,Central,265,524.05,1
2022-08-14,Smartwatch,East,93,544.79,1
2022-08-14,Smartwatch,West,169,401.69,0
2022-08-14,Tablet,North,242,190.57,0
2022-08-14,Tablet,South,227,227.77,0
2022-08-14,Tablet,Central,280,686.03,0
2022-08-14,Tablet,East,183,417.14,1
2022-08-14,Tablet,West,220,670.73,0
2022-08-14,Headphones,North,198,708.56,0
2022-08-14,Headphones,South,176,257.39,1
2022-08-14,Headphones,Central,210,304.46,1
2022-08-14,Headphones,East,243,724.74,0
2022-08-14,Headphones,West,132,374.78,0
2022-08-21,Smartphone,North,225,884.08,0
2022-08-21,Smartphone,South,208,809.6,0
2022-08-21,Smartphone,Central,220,703.66,0
2022-08-21,Smartphone,East,187,199.89,0
2022-08-21,Smartphone,West,255,591.98,0
2022-08-21,Smartwatch,North,193,979.12,0
2022-08-21,Smartwatch,South,173,765.91,1
2022-08-21,Smartwatch,Central,195,352.03,1
2022-08-21,Smartwatch,East,225,778.57,1
2022-08-21,Smartwatch,West,187,116.21,1
2022-08-21,Tablet,North,153,846.46,0
2022-08-21,Tablet,South,254,885.48,0
2022-08-21,Tablet,Central,218,186.88,0
2022-08-21,Tablet,East,291,111.16,0
2022-08-21,Tablet,West,239,367.51,0
2022-08-21,Headphones,North,119,768.87,0
2022-08-21,Headphones,South,247,903.07,0
2022-08-21,Headphones,Central,285,171.07,0
2022-08-21,Headphones,East,203,157.28,1
2022-08-21,Headphones,West,258,639.08,0
2022-08-28,Smartphone,North,248,891.08,0
2022-08-28,Smartphone,South,225,565.7,0
2022-08-28,Smartphone,Central,167,796.49,0
2022-08-28,Smartphone,East,108,903.27,0
2022-08-28,Smartphone,West,280,632.53,0
2022-08-28,Smartwatch,North,265,313.69,0
2022-08-28,Smartwatch,South,187,538.9,0
2022-08-28,Smartwatch,Central,157,955.48,0
2022-08-28,Smartwatch,East,202,670.69,0
2022-08-28,Smartwatch,West,284,328.95,0
2022-08-28,Tablet,North,169,226.02,0
2022-08-28,Tablet,South,198,974.38,0
2022-08-28,Tablet,Central,129,649.7,0
2022-08-28,Tablet,East,195,286.29,0
2022-08-28,Tablet,West,184,822.33,0
2022-08-28,Headphones,North,162,561.4,0
2022-08-28,Headphones,South,191,178.38,0
2022-08-28,Headphones,Central,233,202.45,0
2022-08-28,Headphones,East,253,544.19,0
2022-08-28,Headphones,West,201,993.54,0
2022-09-04,Smartphone,North,164,479.65,0
2022-09-04,Smartphone,South,124,916.85,0
2022-09-04,Smartphone,Central,120,841.41,1
2022-09-04,Smartphone,East,244,839.08,0
2022-09-04,Smartphone,West,175,331.85,0
2022-09-04,Smartwatch,North,207,643.42,0
2022-09-04,Smartwatch,South,186,510.61,0
2022-09-04,Smartwatch,Central,155,208.92,0
2022-09-04,Smartwatch,East,193,172.16,0
2022-09-04,Smartwatch,West,203,947.55,0
2022-09-04,Tablet,North,145,634.29,0
2022-09-04,Tablet,South,270,672.49,1
2022-09-04,Tablet,Central,247,751.58,0
2022-09-04,Tablet,East,214,912.21,0
2022-09-04,Tablet,West,142,110.54,0
2022-09-04,Headphones,North,205,365.54,0
2022-09-04,Headphones,South,172,210.7,0
2022-09-04,Headphones,Central,204,408.85,0
2022-09-04,Headphones,East,248,723.24,0
2022-09-04,Headphones,West,221,705.67,0
2022-09-11,Smartphone,North,250,501.78,0
2022-09-11,Smartphone,South,166,840.18,1
2022-09-11,Smartphone,Central,193,386.98,0
2022-09-11,Smartphone,East,240,434.06,0
2022-09-11,Smartphone,West,251,437.1,0
2022-09-11,Smartwatch,North,256,487.48,0
2022-09-11,Smartwatch,South,184,239.01,0
2022-09-11,Smartwatch,Central,238,681.24,0
2022-09-11,Smartwatch,East,171,468.67,0
2022-09-11,Smartwatch,West,189,709.41,0
2022-09-11,Tablet,North,138,989.23,0
2022-09-11,Tablet,South,170,719.45,0
2022-09-11,Tablet,Central,176,554.91,1
2022-09-11,Tablet,East,199,445.79,0
2022-09-11,Tablet,West,195,244.02,0
2022-09-11,Headphones,North,181,780.59,0
2022-09-11,Headphones,South,228,204.53,1
2022-09-11,Headphones,Central,185,382.57,1
2022-09-11,Headphones,East,258,985.61,0
2022-09-11,Headphones,West,218,965.02,0
2022-09-18,Smartphone,North,121,587.27,0
2022-09-18,Smartphone,South,143,598.34,0
2022-09-18,Smartphone,Central,231,496.4,0
2022-09-18,Smartphone,East,225,333.4,0
2022-09-18,Smartphone,West,191,343.22,1
2022-09-18,Smartwatch,North,176,601.94,0
2022-09-18,Smartwatch,South,146,499.64,0
2022-09-18,Smartwatch,Central,211,540.01,0
2022-09-18,Smartwatch,East,255,658.59,0
2022-09-18,Smartwatch,West,297,455.62,0
2022-09-18,Tablet,North,332,304.97,1
2022-09-18,Tablet,South,124,918.51,0
2022-09-18,Tablet,Central,254,217.59,0
2022-09-18,Tablet,East,204,212.34,0
2022-09-18,Tablet,West,231,949.64,0
2022-09-18,Headphones,North,181,516.41,1
2022-09-18,Headphones,South,256,629.86,0
2022-09-18,Headphones,Central,197,357.21,0
2022-09-18,Headphones,East,170,560.15,0
2022-09-18,Headphones,West,268,619.55,1
2022-09-25,Smartphone,North,197,844.77,0
2022-09-25,Smartphone,South,214,616.18,1
2022-09-25,Smartphone,Central,190,868.57,0
2022-09-25,Smartphone,East,192,862.27,1
2022-09-25,Smartphone,West,229,663.93,1
2022-09-25,Smartwatch,North,52,117.2,0
2022-09-25,Smartwatch,South,256,723.28,0
2022-09-25,Smartwatch,Central,247,369.46,0
2022-09-25,Smartwatch,East,168,289.63,1
2022-09-25,Smartwatch,West,243,107.98,1
2022-09-25,Tablet,North,247,365.16,0
2022-09-25,Tablet,South,225,764.08,1
2022-09-25,Tablet,Central,167,778.09,0
2022-09-25,Tablet,East,221,692.69,0
2022-09-25,Tablet,West,217,179.74,0
2022-09-25,Headphones,North,253,169.88,0
2022-09-25,Headphones,South,166,413.94,0
2022-09-25,Headphones,Central,192,827.41,1
2022-09-25,Headphones,East,105,169.18,0
2022-09-25,Headphones,West,210,815.06,0
2022-10-02,Smartphone,North,119,309.15,0
2022-10-02,Smartphone,South,161,823.13,1
2022-10-02,Smartphone,Central,241,389.35,0
2022-10-02,Smartphone,East,190,303.43,0
2022-10-02,Smartphone,West,202,422.03,0
2022-10-02,Smartwatch,North,213,210.63,1
2022-10-02,Smartwatch,South,49,627.28,0
2022-10-02,Smartwatch,Central,209,164.6,0
2022-10-02,Smartwatch,East,240,840.28,1
2022-10-02,Smartwatch,West,151,597.25,0
2022-10-02,Tablet,North,219,344.27,0
2022-10-02,Tablet,South,174,355.85,0
2022-10-02,Tablet,Central,173,773.78,0
2022-10-02,Tablet,East,207,100.12,0
2022-10-02,Tablet,West,183,855.4,0
2022-10-02,Headphones,North,207,322.14,0
2022-10-02,Headphones,South,167,424.21,0
2022-10-02,Headphones,Central,184,858.44,0
2022-10-02,Headphones,East,213,490.44,1
2022-10-02,Headphones,West,209,439.59,1
2022-10-09,Smartphone,North,213,544.43,0
2022-10-09,Smartphone,South,170,669.44,0
2022-10-09,Smartphone,Central,248,969.44,0
2022-10-09,Smartphone,East,261,955.7,0
2022-10-09,Smartphone,West,169,803.64,0
2022-10-09,Smartwatch,North,184,143.37,0
2022-10-09,Smartwatch,South,200,489.46,0
2022-10-09,Smartwatch,Central,230,287.99,0
2022-10-09,Smartwatch,East,174,790.81,0
2022-10-09,Smartwatch,West,192,839.96,1
2022-10-09,Tablet,North,231,525.05,1
2022-10-09,Tablet,South,143,294.17,0
2022-10-09,Tablet,Central,122,222.94,0
2022-10-09,Tablet,East,240,764.74,0
2022-10-09,Tablet,West,140,741.89,0
2022-10-09,Headphones,North,282,901.19,0
2022-10-09,Headphones,South,172,200.36,0
2022-10-09,Headphones,Central,191,340.83,1
2022-10-09,Headphones,East,188,543.58,0
2022-10-09,Headphones,West,150,577.84,0
2022-10-16,Smartphone,North,199,967.15,0
2022-10-16,Smartphone,South,186,709.79,0
2022-10-16,Smartphone,Central,235,569.17,1
2022-10-16,Smartphone,East,235,213.0,0
2022-10-16,Smartphone,West,233,208.19,0
2022-10-16,Smartwatch,North,229,115.8,0
2022-10-16,Smartwatch,South,205,413.29,0
2022-10-16,Smartwatch,Central,277,101.22,0
2022-10-16,Smartwatch,East,208,862.35,0
2022-10-16,Smartwatch,West,202,908.7,0
2022-10-16,Tablet,North,188,458.2,0
2022-10-16,Tablet,South,274,159.13,0
2022-10-16,Tablet,Central,194,772.7,0
2022-10-16,Tablet,East,117,152.06,1
2022-10-16,Tablet,West,201,966.49,0
2022-10-16,Headphones,North,211,429.11,0
2022-10-16,Headphones,South,181,660.17,0
2022-10-16,Headphones,Central,184,620.47,0
2022-10-16,Headphones,East,224,449.35,0
2022-10-16,Headphones,West,257,333.91,0
2022-10-23,Smartphone,North,188,522.99,1
2022-10-23,Smartphone,South,223,736.95,0
2022-10-23,Smartphone,Central,158,220.85,1
2022-10-23,Smartphone,East,304,576.69,0
2022-10-23,Smartphone,West,301,168.62,0
2022-10-23,Smartwatch,North,200,826.27,0
2022-10-23,Smartwatch,South,89,139.51,0
2022-10-23,Smartwatch,Central,276,500.99,0
2022-10-23,Smartwatch,East,178,964.56,0
2022-10-23,Smartwatch,West,229,956.29,1
2022-10-23,Tablet,North,120,493.3,0
2022-10-23,Tablet,South,223,165.77,0
2022-10-23,Tablet,Central,221,781.58,0
2022-10-23,Tablet,East,200,529.21,0
2022-10-23,Tablet,West,235,699.94,0
2022-10-23,Headphones,North,135,608.58,0
2022-10-23,Headphones,South,184,108.13,0
2022-10-23,Headphones,Central,199,933.57,0
2022-10-23,Headphones,East,137,389.5,1
2022-10-23,Headphones,West,230,755.98,0
2022-10-30,Smartphone,North,178,532.8,0
2022-10-30,Smartphone,South,196,206.65,0
2022-10-30,Smartphone,Central,237,993.93,0
2022-10-30,Smartphone,East,190,784.91,0
2022-10-30,Smartphone,West,270,926.58,1
2022-10-30,Smartwatch,North,169,619.41,0
2022-10-30,Smartwatch,South,165,607.67,0
2022-10-30,Smartwatch,Central,239,690.97,0
2022-10-30,Smartwatch,East,200,298.77,0
2022-10-30,Smartwatch,West,152,132.42,0
2022-10-30,Tablet,North,179,955.41,0
2022-10-30,Tablet,South,234,492.95,0
2022-10-30,Tablet,Central,280,354.25,0
2022-10-30,Tablet,East,205,904.68,1
2022-10-30,Tablet,West,190,802.33,0
2022-10-30,Headphones,North,246,547.79,0
2022-10-30,Headphones,South,137,398.41,1
2022-10-30,Headphones,Central,218,286.37,0
2022-10-30,Headphones,East,69,829.79,1
2022-10-30,Headphones,West,209,398.97,0
2022-11-06,Smartphone,North,234,236.44,1
2022-11-06,Smartphone,South,259,585.19,0
2022-11-06,Smartphone,Central,174,215.08,0
2022-11-06,Smartphone,East,195,100.01,0
2022-11-06,Smartphone,West,166,975.77,0
2022-11-06,Smartwatch,North,201,373.78,0
2022-11-06,Smartwatch,South,233,767.71,1
2022-11-06,Smartwatch,Central,142,480.37,0
2022-11-06,Smartwatch,East,259,835.1,0
2022-11-06,Smartwatch,West,150,433.85,1
2022-11-06,Tablet,North,170,631.57,0
2022-11-06,Tablet,South,271,170.61,0
2022-11-06,Tablet,Central,158,802.57,0
2022-11-06,Tablet,East,226,957.0,0
2022-11-06,Tablet,West,232,366.9,0
2022-11-06,Headphones,North,124,783.1,0
2022-11-06,Headphones,South,299,432.35,1
2022-11-06,Headphones,Central,355,844.76,0
2022-11-06,Headphones,East,183,928.9,0
2022-11-06,Headphones,West,289,756.08,1
2022-11-13,Smartphone,North,241,275.72,0
2022-11-13,Smartphone,South,169,402.05,1
2022-11-13,Smartphone,Central,221,754.35,0
2022-11-13,Smartphone,East,238,952.38,0
2022-11-13,Smartphone,West,145,807.59,0
2022-11-13,Smartwatch,North,180,445.92,0
2022-11-13,Smartwatch,South,124,734.38,1
2022-11-13,Smartwatch,Central,182,591.79,1
2022-11-13,Smartwatch,East,200,746.61,1
2022-11-13,Smartwatch,West,166,261.33,1
2022-11-13,Tablet,North,92,218.54,1
2022-11-13,Tablet,South,254,241.55,0
2022-11-13,Tablet,Central,234,705.43,0
2022-11-13,Tablet,East,180,325.42,0
2022-11-13,Tablet,West,260,915.48,0
2022-11-13,Headphones,North,213,706.62,0
2022-11-13,Headphones,South,111,376.1,0
2022-11-13,Headphones,Central,220,659.16,0
2022-11-13,Headphones,East,168,161.52,0
2022-11-13,Headphones,West,276,357.18,0
2022-11-20,Smartphone,North,144,150.93,0
2022-11-20,Smartphone,South,261,950.0,0
2022-11-20,Smartphone,Central,255,279.09,0
2022-11-20,Smartphone,East,272,775.85,0
2022-11-20,Smartphone,West,151,488.82,1
2022-11-20,Smartwatch,North,152,160.75,0
2022-11-20,Smartwatch,South,188,764.1,0
2022-11-20,Smartwatch,Central,153,480.46,0
2022-11-20,Smartwatch,East,125,284.8,0
2022-11-20,Smartwatch,West,167,341.68,0
2022-11-20,Tablet,North,210,643.27,0
2022-11-20,Tablet,South,203,168.03,1
2022-11-20,Tablet,Central,172,639.14,0
2022-11-20,Tablet,East,186,683.65,0
2022-11-20,Tablet,West,240,735.97,0
2022-11-20,Headphones,North,142,381.62,0
2022-11-20,Headphones,South,250,952.06,0
2022-11-20,Headphones,Central,213,239.35,1
2022-11-20,Headphones,East,227,282.37,0
2022-11-20,Headphones,West,217,731.03,0
2022-11-27,Smartphone,North,188,624.63,0
2022-11-27,Smartphone,South,197,505.23,1
2022-11-27,Smartphone,Central,256,269.69,0
2022-11-27,Smartphone,East,183,979.31,0
2022-11-27,Smartphone,West,198,183.36,0
2022-11-27,Smartwatch,North,191,923.09,0
2022-11-27,Smartwatch,South,178,751.1,0
2022-11-27,Smartwatch,Central,119,630.51,0
2022-11-27,Smartwatch,East,135,742.65,0
2022-11-27,Smartwatch,West,234,279.34,1
2022-11-27,Tablet,North,160,343.73,0
2022-11-27,Tablet,South,165,156.27,0
2022-11-27,Tablet,Central,234,705.58,0
2022-11-27,Tablet,East,274,956.34,1
2022-11-27,Tablet,West,224,939.44,0
2022-11-27,Headphones,North,223,280.25,0
2022-11-27,Headphones,South,243,569.3,0
2022-11-27,Headphones,Central,244,434.0,1
2022-11-27,Headphones,East,253,341.97,0
2022-11-27,Headphones,West,318,905.81,0
2022-12-04,Smartphone,North,188,667.22,0
2022-12-04,Smartphone,South,272,734.91,0
2022-12-04,Smartphone,Central,299,942.65,0
2022-12-04,Smartphone,East,161,842.27,0
2022-12-04,Smartphone,West,180,370.94,0
2022-12-04,Smartwatch,North,197,150.56,0
2022-12-04,Smartwatch,South,175,689.66,0
2022-12-04,Smartwatch,Central,272,243.54,0
2022-12-04,Smartwatch,East,239,832.71,0
2022-12-04,Smartwatch,West,217,199.39,0
2022-12-04,Tablet,North,145,563.51,0
2022-12-04,Tablet,South,158,421.2,0
2022-12-04,Tablet,Central,224,377.02,1
2022-12-04,Tablet,East,227,957.53,0
2022-12-04,Tablet,West,204,947.01,1
2022-12-04,Headphones,North,89,192.31,0
2022-12-04,Headphones,South,208,274.48,1
2022-12-04,Headphones,Central,349,709.25,1
2022-12-04,Headphones,East,221,495.29,0
2022-12-04,Headphones,West,230,244.33,0
2022-12-11,Smartphone,North,227,306.64,0
2022-12-11,Smartphone,South,154,248.76,0
2022-12-11,Smartphone,Central,248,563.44,0
2022-12-11,Smartphone,East,245,175.2,0
2022-12-11,Smartphone,West,164,194.81,0
2022-12-11,Smartwatch,North,137,567.3,0
2022-12-11,Smartwatch,South,131,297.6,1
2022-12-11,Smartwatch,Central,171,654.67,0
2022-12-11,Smartwatch,East,120,586.81,0
2022-12-11,Smartwatch,West,106,731.93,0
2022-12-11,Tablet,North,68,883.47,0
2022-12-11,Tablet,South,200,579.25,0
2022-12-11,Tablet,Central,153,403.49,0
2022-12-11,Tablet,East,212,722.87,0
2022-12-11,Tablet,West,242,283.88,0
2022-12-11,Headphones,North,188,477.34,0
2022-12-11,Headphones,South,331,665.58,0
2022-12-11,Headphones,Central,144,327.95,0
2022-12-11,Headphones,East,214,852.51,1
2022-12-11,Headphones,West,287,858.99,0
2022-12-18,Smartphone,North,254,506.16,0
2022-12-18,Smartphone,South,168,869.48,1
2022-12-18,Smartphone,Central,159,449.04,1
2022-12-18,Smartphone,East,196,911.6,0
2022-12-18,Smartphone,West,242,971.26,0
2022-12-18,Smartwatch,North,87,683.49,0
2022-12-18,Smartwatch,South,260,490.13,1
2022-12-18,Smartwatch,Central,175,603.15,0
2022-12-18,Smartwatch,East,168,435.28,0
2022-12-18,Smartwatch,West,140,432.62,0
2022-12-18,Tablet,North,244,737.89,0
2022-12-18,Tablet,South,263,295.9,0
2022-12-18,Tablet,Central,189,824.05,0
2022-12-18,Tablet,East,199,593.58,0
2022-12-18,Tablet,West,222,803.76,0
2022-12-18,Headphones,North,272,822.7,0
2022-12-18,Headphones,South,220,658.43,0
2022-12-18,Headphones,Central,156,252.89,0
2022-12-18,Headphones,East,214,917.41,0
2022-12-18,Headphones,West,223,637.44,0
2022-12-25,Smartphone,North,209,669.15,0
2022-12-25,Smartphone,South,247,526.53,0
2022-12-25,Smartphone,Central,157,382.44,0
2022-12-25,Smartphone,East,167,293.42,0
2022-12-25,Smartphone,West,200,269.13,0
2022-12-25,Smartwatch,North,245,726.54,0
2022-12-25,Smartwatch,South,225,816.62,0
2022-12-25,Smartwatch,Central,251,723.12,0
2022-12-25,Smartwatch,East,208,392.06,0
2022-12-25,Smartwatch,West,227,271.83,0
2022-12-25,Tablet,North,223,338.17,0
2022-12-25,Tablet,South,131,833.45,0
2022-12-25,Tablet,Central,165,179.55,0
2022-12-25,Tablet,East,229,431.51,0
2022-12-25,Tablet,West,217,135.08,0
2022-12-25,Headphones,North,121,390.72,1
2022-12-25,Headphones,South,183,910.86,1
2022-12-25,Headphones,Central,236,842.87,1
2022-12-25,Headphones,East,223,160.53,0
2022-12-25,Headphones,West,123,999.0,0
2023-01-01,Smartphone,North,237,872.22,1
2023-01-01,Smartphone,South,230,317.35,0
2023-01-01,Smartphone,Central,149,120.18,0
2023-01-01,Smartphone,East,187,805.36,0
2023-01-01,Smartphone,West,254,308.82,0
2023-01-01,Smartwatch,North,134,787.92,0
2023-01-01,Smartwatch,South,219,607.06,0
2023-01-01,Smartwatch,Central,254,877.99,0
2023-01-01,Smartwatch,East,207,781.06,0
2023-01-01,Smartwatch,West,201,736.66,0
2023-01-01,Tablet,North,224,935.36,1
2023-01-01,Tablet,South,130,407.71,0
2023-01-01,Tablet,Central,231,633.84,0
2023-01-01,Tablet,East,244,509.29,0
2023-01-01,Tablet,West,147,947.52,0
2023-01-01,Headphones,North,274,550.32,0
2023-01-01,Headphones,South,250,347.76,0
2023-01-01,Headphones,Central,267,672.35,0
2023-01-01,Headphones,East,228,509.65,0
2023-01-01,Headphones,West,156,853.63,0
2023-01-08,Smartphone,North,277,854.34,1
2023-01-08,Smartphone,South,242,964.83,0
2023-01-08,Smartphone,Central,73,238.32,0
2023-01-08,Smartphone,East,185,349.31,1
2023-01-08,Smartphone,West,287,419.43,0
2023-01-08,Smartwatch,North,278,128.57,0
2023-01-08,Smartwatch,South,209,892.88,1
2023-01-08,Smartwatch,Central,162,693.14,0
2023-01-08,Smartwatch,East,231,357.87,1
2023-01-08,Smartwatch,West,159,997.51,0
2023-01-08,Tablet,North,212,976.04,0
2023-01-08,Tablet,South,241,862.65,0
2023-01-08,Tablet,Central,174,977.81,1
2023-01-08,Tablet,East,190,867.29,1
2023-01-08,Tablet,West,189,163.93,0
2023-01-08,Headphones,North,162,306.43,0
2023-01-08,Headphones,South,175,250.74,0
2023-01-08,Headphones,Central,185,975.77,0
2023-01-08,Headphones,East,196,350.53,0
2023-01-08,Headphones,West,223,393.63,0
2023-01-15,Smartphone,North,175,330.82,0
2023-01-15,Smartphone,South,182,706.59,0
2023-01-15,Smartphone,Central,229,232.23,0
2023-01-15,Smartphone,East,172,878.19,0
2023-01-15,Smartphone,West,198,372.18,0
2023-01-15,Smartwatch,North,157,823.42,0
2023-01-15,Smartwatch,South,209,229.67,0
2023-01-15,Smartwatch,Central,334,346.28,0
2023-01-15,Smartwatch,East,195,375.82,1
2023-01-15,Smartwatch,West,158,151.28,0
2023-01-15,Tablet,North,286,616.86,0
2023-01-15,Tablet,South,183,799.34,1
2023-01-15,Tablet,Central,219,856.1,1
2023-01-15,Tablet,East,103,900.57,0
2023-01-15,Tablet,West,197,767.48,0
2023-01-15,Headphones,North,129,534.86,1
2023-01-15,Headphones,South,247,466.12,0
2023-01-15,Headphones,Central,181,508.59,0
2023-01-15,Headphones,East,187,956.3,0
2023-01-15,Headphones,West,185,610.95,0
2023-01-22,Smartphone,North,310,306.84,0
2023-01-22,Smartphone,South,192,434.96,0
2023-01-22,Smartphone,Central,210,266.74,0
2023-01-22,Smartphone,East,145,296.84,0
2023-01-22,Smartphone,West,172,934.41,1
2023-01-22,Smartwatch,North,241,614.13,0
2023-01-22,Smartwatch,South,260,430.65,0
2023-01-22,Smartwatch,Central,174,601.11,1
2023-01-22,Smartwatch,East,173,705.49,0
2023-01-22,Smartwatch,West,224,296.39,1
2023-01-22,Tablet,North,158,100.59,1
2023-01-22,Tablet,South,155,813.34,0
2023-01-22,Tablet,Central,168,512.49,0
2023-01-22,Tablet,East,222,184.4,0
2023-01-22,Tablet,West,153,314.33,1
2023-01-22,Headphones,North,166,521.26,0
2023-01-22,Headphones,South,169,538.54,0
2023-01-22,Headphones,Central,222,637.22,1
2023-01-22,Headphones,East,173,844.8,0
2023-01-22,Headphones,West,269,127.42,0
2023-01-29,Smartphone,North,207,653.62,1
2023-01-29,Smartphone,South,93,558.87,0
2023-01-29,Smartphone,Central,95,855.26,0
2023-01-29,Smartphone,East,286,122.47,0
2023-01-29,Smartphone,West,171,647.49,0
2023-01-29,Smartwatch,North,216,256.15,0
2023-01-29,Smartwatch,South,177,775.69,0
2023-01-29,Smartwatch,Central,262,795.49,0
2023-01-29,Smartwatch,East,234,936.23,0
2023-01-29,Smartwatch,West,292,159.55,0
2023-01-29,Tablet,North,204,797.72,0
2023-01-29,Tablet,South,264,410.58,0
2023-01-29,Tablet,Central,204,939.88,0
2023-01-29,Tablet,East,212,650.32,0
2023-01-29,Tablet,West,243,952.45,1
2023-01-29,Headphones,North,177,765.16,0
2023-01-29,Headphones,South,243,991.1,0
2023-01-29,Headphones,Central,273,405.97,0
2023-01-29,Headphones,East,118,409.05,1
2023-01-29,Headphones,West,180,941.94,0
2023-02-05,Smartphone,North,232,155.63,0
2023-02-05,Smartphone,South,190,246.51,0
2023-02-05,Smartphone,Central,204,321.99,0
2023-02-05,Smartphone,East,50,695.72,0
2023-02-05,Smartphone,West,223,913.92,1
2023-02-05,Smartwatch,North,276,781.34,0
2023-02-05,Smartwatch,South,152,462.17,1
2023-02-05,Smartwatch,Central,287,906.01,1
2023-02-05,Smartwatch,East,256,344.47,0
2023-02-05,Smartwatch,West,144,266.17,0
2023-02-05,Tablet,North,261,207.9,0
2023-02-05,Tablet,South,187,578.31,0
2023-02-05,Tablet,Central,104,636.47,0
2023-02-05,Tablet,East,196,247.96,0
2023-02-05,Tablet,West,245,409.56,0
2023-02-05,Headphones,North,205,692.8,1
2023-02-05,Headphones,South,213,691.33,1
2023-02-05,Headphones,Central,263,459.57,0
2023-02-05,Headphones,East,193,619.17,0
2023-02-05,Headphones,West,204,206.84,1
2023-02-12,Smartphone,North,275,129.2,0
2023-02-12,Smartphone,South,230,579.06,0
2023-02-12,Smartphone,Central,212,366.72,1
2023-02-12,Smartphone,East,137,836.87,1
2023-02-12,Smartphone,West,104,145.31,0
2023-02-12,Smartwatch,North,156,722.81,0
2023-02-12,Smartwatch,South,227,327.57,0
2023-02-12,Smartwatch,Central,133,423.29,1
2023-02-12,Smartwatch,East,195,415.74,0
2023-02-12,Smartwatch,West,266,825.14,0
2023-02-12,Tablet,North,124,856.82,0
2023-02-12,Tablet,South,58,442.89,1
2023-02-12,Tablet,Central,179,513.21,0
2023-02-12,Tablet,East,257,939.3,0
2023-02-12,Tablet,West,209,578.41,0
2023-02-12,Headphones,North,222,528.04,0
2023-02-12,Headphones,South,222,974.04,0
2023-02-12,Headphones,Central,150,743.28,0
2023-02-12,Headphones,East,151,651.52,1
2023-02-12,Headphones,West,189,695.6,0
2023-02-19,Smartphone,North,235,462.89,1
2023-02-19,Smartphone,South,97,833.2,0
2023-02-19,Smartphone,Central,131,195.29,0
2023-02-19,Smartphone,East,164,471.86,0
2023-02-19,Smartphone,West,172,455.73,0
2023-02-19,Smartwatch,North,210,241.13,1
2023-02-19,Smartwatch,South,195,251.38,1
2023-02-19,Smartwatch,Central,173,601.34,0
2023-02-19,Smartwatch,East,287,962.31,0
2023-02-19,Smartwatch,West,200,897.56,1
2023-02-19,Tablet,North,211,666.84,0
2023-02-19,Tablet,South,234,777.16,0
2023-02-19,Tablet,Central,163,758.35,1
2023-02-19,Tablet,East,290,231.79,1
2023-02-19,Tablet,West,260,488.17,0
2023-02-19,Headphones,North,207,923.55,0
2023-02-19,Headphones,South,197,562.69,0
2023-02-19,Headphones,Central,260,615.74,0
2023-02-19,Headphones,East,195,755.53,0
2023-02-19,Headphones,West,220,703.98,1
2023-02-26,Smartphone,North,193,804.97,0
2023-02-26,Smartphone,South,228,991.3,0
2023-02-26,Smartphone,Central,282,719.24,0
2023-02-26,Smartphone,East,253,944.68,0
2023-02-26,Smartphone,West,135,376.49,0
2023-02-26,Smartwatch,North,228,475.47,0
2023-02-26,Smartwatch,South,184,781.55,1
2023-02-26,Smartwatch,Central,139,175.71,0
2023-02-26,Smartwatch,East,252,246.72,0
2023-02-26,Smartwatch,West,282,121.34,1
2023-02-26,Tablet,North,224,933.82,0
2023-02-26,Tablet,South,182,145.56,0
2023-02-26,Tablet,Central,104,125.79,0
2023-02-26,Tablet,East,265,110.17,0
2023-02-26,Tablet,West,195,629.52,0
2023-02-26,Headphones,North,198,976.42,0
2023-02-26,Headphones,South,247,344.34,1
